"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","condition","hunger","hearing","brains","knowledge","love","desire","check_condition","RT_text","RT_response","self_rating","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
2245,"HRV","Croatia",0.333333333333333,0.142857142857143,0.5,0,NA,NA,0.333333333333333,0.333333333333333,0,0,-0.398145380776609,0.23469387755102,0.75,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,1,1,28.08,32.076,1,30,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2246,"HRV","Croatia",0.5,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.333333333333333,0.25,0.5,0.0397245630390208,0.389455782312925,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,13.159,21.923,2,33,"woman",4,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2247,"HRV","Croatia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.5,0.579288025889968,0.992843711105993,"Secular",0,1,0,1,1,1,1,40.467,21.942,2,21,"woman",3,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2248,"HRV","Croatia",0,0,0.5,0,NA,NA,0.166666666666667,0.5,0,0,-0.599253206840446,0.166666666666667,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,23.224,18.449,2,28,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2249,"HRV","Croatia",0,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,25.424,24.228,3,31,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2250,"HRV","Croatia",0,0,0.5,0,NA,NA,0,0.166666666666667,0,0,-0.78718355739644,0.0952380952380952,0.5,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,19.58,27.365,2,24,"woman",4,1,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2251,"HRV","Croatia",0,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0.25,0.25,-0.46333564861372,0.210884353741497,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,15.189,17.433,2,33,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2252,"HRV","Croatia",0.833333333333333,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.75,0.75,1.17203882959523,0.795918367346939,0.5,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,14.464,13.26,5,21,"woman",3,3,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2253,"HRV","Croatia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.5,0.5,1.07467979153002,0.76530612244898,0.5,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,1,1,19.962,16.927,2,24,"woman",4,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2254,"HRV","Croatia",0.5,0.428571428571429,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,0.5,0.824274945825223,0.680272108843537,0.375,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,15.858,62.743,2,36,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2255,"HRV","Croatia",0,0,0.5,1,"Christian (Roman Catholic)",NA,0,0.333333333333333,0,0,-0.724112182557713,0.119047619047619,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,15.3,29.147,2,21,"woman",3,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2256,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,26.411,29.48,3,34,"man",5,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2257,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.875,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,23.598,13.795,2,31,"man",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2258,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,16.567,14.242,3,25,"woman",4,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2259,"HRV","Croatia",0.333333333333333,0,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.5,0,0,-0.328186828338997,0.261904761904762,0.375,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,15.213,22.923,3,26,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2260,"HRV","Croatia",0.166666666666667,0.714285714285714,0,0,NA,NA,1,0.833333333333333,0.75,1,0.712542181423173,0.637755102040816,0.5,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,21.777,34.131,5,30,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2261,"HRV","Croatia",0,0.285714285714286,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0,0,0,-0.616878883918779,0.159863945578231,0.875,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,35.039,25.089,2,28,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2262,"HRV","Croatia",0,0.714285714285714,0.5,0,NA,NA,0.5,0.666666666666667,0,0.25,-0.0429276439059885,0.375850340136054,0.375,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,0,1,17.442,20.662,1,35,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2263,"HRV","Croatia",0.666666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.31614691875586,0.860544217687075,0.25,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,1,0,0,12.429,39.544,2,30,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2264,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,11.383,14.917,1,28,"woman",7,9,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2265,"HRV","Croatia",0.5,0,1,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.166666666666667,0.25,0.25,-0.0470221115073326,0.357142857142857,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,15.02,14.422,3,25,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2266,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,52.738,14.719,1,29,"man",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2267,"HRV","Croatia",0.833333333333333,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.75,1.2968978053125,0.843537414965986,0.375,0.579288025889968,0.992843711105993,"Religious",0,0,1,1,1,1,0,21.018,28.012,1,28,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2268,"HRV","Croatia",0,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,15.932,24.236,4,29,"man",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2269,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.875,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,19.662,21.961,2,32,"man",5,1,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2270,"HRV","Croatia",0,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.25,0.75,0.814004680642591,0.693877551020408,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,36.4,29.635,6,35,"woman",4,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2271,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.375,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,0,15.793,30.091,2,26,"woman",4,3,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2272,"HRV","Croatia",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0.375,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,21.725,27.421,3,31,"woman",5,9,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2273,"HRV","Croatia",0,0,0,0,NA,NA,0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,1,1,1,22.9,21.046,3,32,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2274,"HRV","Croatia",0.666666666666667,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.5,0.25,0.75,0.686396861298762,0.629251700680272,0.375,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,1,0,0,18.918,35.987,3,40,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2275,"HRV","Croatia",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,13.841,11.966,2,32,"woman",5,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2276,"HRV","Croatia",0.5,0.428571428571429,1,1,"Christian (Roman Catholic)",NA,0.5,0.5,0.25,0.25,0.305609508887624,0.489795918367347,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,1,1,1,1,10.692,19.154,2,30,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2277,"HRV","Croatia",0.333333333333333,0.428571428571429,1,1,"Christian (Roman Catholic)",NA,1,1,0.25,0.75,0.796794587547998,0.680272108843537,0.25,0.579288025889968,0.992843711105993,"Secular",0,0,0,1,1,1,1,13.691,28.384,3,19,"woman",4,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2278,"HRV","Croatia",0,0.714285714285714,1,0,NA,NA,0.666666666666667,0.833333333333333,0.75,0.75,0.796423710135423,0.673469387755102,0.75,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,1,0,23.371,23.352,2,36,"woman",7,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2279,"HRV","Croatia",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.5,0.75,0.967465061446372,0.732993197278912,0.75,0.579288025889968,0.992843711105993,"Secular",0,1,0,0,1,0,1,57.001,49.432,4,27,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2280,"HRV","Croatia",0.833333333333333,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.666666666666667,0.5,0.75,0.99698444007236,0.736394557823129,0.375,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,1,0,1,15.801,22.135,3,23,"woman",4,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2281,"HRV","Croatia",0,0,0,0,NA,NA,0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,18.801,20.24,3,26,"woman",4,3,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2282,"HRV","Croatia",0.833333333333333,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.25,0.5,0.728036954569295,0.641156462585034,1,0.579288025889968,0.992843711105993,"Secular",0,1,0,0,0,0,1,144.535,112.942,5,24,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2283,"HRV","Croatia",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,1,0.5,0.75,1.17802761302947,0.804421768707483,0.75,0.579288025889968,0.992843711105993,"Secular",0,1,0,1,1,1,1,22.3,15.719,4,24,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2284,"HRV","Croatia",0.5,0.428571428571429,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.5,0,0.25,0.255414095082017,0.477891156462585,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,1,0,1,42.712,35.815,3,27,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2285,"HRV","Croatia",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.5,0.25,0.75,0.784239720364426,0.670068027210884,0.75,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,1,1,16.278,13.489,4,22,"woman",4,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2286,"HRV","Croatia",0,0,1,0,NA,NA,0.5,0.5,0,0.25,-0.192311540752041,0.321428571428571,0.375,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,0,21.733,46.769,3,25,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2287,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,16.664,15.097,3,27,"woman",6,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2288,"HRV","Croatia",0,0,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.25,0.25,0.0445304496493723,0.404761904761905,0.5,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,1,1,8.779,13.51,2,34,"woman",6,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2289,"HRV","Croatia",0.166666666666667,0,0,0,NA,NA,0,0.333333333333333,0,0,-0.838556188576475,0.0714285714285714,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,16.883,25.643,2,23,"woman",4,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2290,"HRV","Croatia",0,0,0,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.913585550908848,0.0476190476190476,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,40.957,31.532,2,31,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2291,"HRV","Croatia",0,0,0,1,"Christian (Roman Catholic)",NA,0,0,0,0,-1.03844452662611,0,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,16.203,10.926,1,30,"woman",5,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2292,"HRV","Croatia",0,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,18.756,23.48,3,32,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2293,"HRV","Croatia",0,0,1,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.666666666666667,0,0,-0.347992237610772,0.261904761904762,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,1,1,0,1,13.677,54.141,3,20,"woman",3,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2294,"HRV","Croatia",0.166666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.5,0.25,0.75,0.581848120340401,0.602040816326531,0.375,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,19.174,23.871,2,38,"woman",6,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2295,"HRV","Croatia",0,0.857142857142857,0,1,"Christian (Roman Catholic)",NA,0.5,0.333333333333333,0.25,0.25,-0.190376550010589,0.312925170068027,0.375,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,21.816,22.984,2,37,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2296,"HRV","Croatia",0,0,0.5,1,"Christian (Roman Catholic)",NA,0.166666666666667,0,0,0,-0.788467331356627,0.0952380952380952,0.25,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,0,1,21.656,20.239,6,30,"man",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2297,"HRV","Croatia",0,0.142857142857143,0,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.166666666666667,0.25,0.25,-0.651525243004667,0.139455782312925,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,18.896,19.253,3,33,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2298,"HRV","Croatia",0,0,0,1,"Christian (Roman Catholic)",NA,0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,0,16.967,25.827,1,28,"woman",6,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2299,"HRV","Croatia",0.5,0.714285714285714,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.666666666666667,0.5,0.5,0.497452020519239,0.554421768707483,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,29.717,45.003,3,43,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2300,"HRV","Croatia",0.5,0.857142857142857,1,0,NA,NA,1,1,0,0.5,0.828081561134621,0.693877551020408,1,0.579288025889968,0.992843711105993,"Secular",0,1,0,1,1,1,1,54.254,30.459,2,44,"woman",7,2,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2301,"HRV","Croatia",0,0,0.5,0,NA,NA,0.5,0.5,0,0,-0.475678005083367,0.214285714285714,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,17.408,21.16,2,28,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2302,"HRV","Croatia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.5,0.579288025889968,0.992843711105993,"Religious",1,1,1,1,1,1,1,16.49,21.597,3,28,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2303,"HRV","Croatia",0,0,0,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.913585550908848,0.0476190476190476,0.25,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,15.123,16.4,1,48,"man",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2304,"HRV","Croatia",0.333333333333333,0,0.5,1,"Christian (Roman Catholic)",NA,0,0.5,0,0,-0.513549630974616,0.19047619047619,0.875,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,19.359,18.074,1,38,"woman",5,9,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2305,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,0,20.599,11.644,1,35,"man",6,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2306,"HRV","Croatia",0,0,0.5,0,NA,NA,0,0.666666666666667,0,0,-0.597969432880259,0.166666666666667,0.625,0.579288025889968,0.992843711105993,"Secular",0,1,0,1,1,0,1,14.796,47.291,1,29,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2307,"HRV","Croatia",0.5,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.25,0.75,0.322831783535394,0.496598639455782,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,1,1,0,1,21.946,33.382,5,27,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2308,"HRV","Croatia",0,0,0,0,NA,NA,0.833333333333333,0.5,0,0.5,-0.349938657836476,0.261904761904762,0.75,0.579288025889968,0.992843711105993,"Secular",0,1,0,1,1,1,1,23.423,43.776,3,22,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2309,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,10.96,18.6,1,33,"woman",6,3,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2310,"HRV","Croatia",0.166666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.25,0.75,0.769778470896395,0.673469387755102,0.625,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,1,0,0,62.264,17.052,4,24,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2311,"HRV","Croatia",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.25,0.5,0.8152056001015,0.681972789115646,0.5,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,1,0,1,13.901,27.332,2,33,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2312,"HRV","Croatia",0.166666666666667,0,0.5,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.166666666666667,0,0,-0.651650368145715,0.142857142857143,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,32.654,29.444,3,30,"woman",5,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2313,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,19.463,34.425,2,26,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2314,"HRV","Croatia",0,0,0.5,1,"Christian (Roman Catholic)",NA,0,0.166666666666667,0,0,-0.78718355739644,0.0952380952380952,0.625,0.579288025889968,0.992843711105993,"Religious",0,1,0,0,1,1,1,19.756,54.096,2,27,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2315,"HRV","Croatia",0.666666666666667,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.75,0.75,1.16008084210159,0.795918367346939,0.75,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,17.008,26.226,2,25,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2316,"HRV","Croatia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,61.047,19.579,3,36,"woman",6,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2317,"HRV","Croatia",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.75,0.75,0.954589100413252,0.72108843537415,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,1,1,1,1,19.001,39.542,2,30,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2318,"HRV","Croatia",0,0.142857142857143,1,1,"Christian (Roman Catholic)",NA,0.5,0.5,0,0,-0.232587987412766,0.306122448979592,0.75,0.579288025889968,0.992843711105993,"Secular",1,1,1,1,1,1,1,21.683,17.222,2,28,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2319,"HRV","Croatia",0.5,0,0,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.166666666666667,0,0,-0.692348785792292,0.119047619047619,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,22.065,42.77,3,25,"woman",3,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2320,"HRV","Croatia",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0.25,0.25,-0.326518685402808,0.258503401360544,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,14.626,18.35,2,38,"man",6,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2321,"HRV","Croatia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.5,0.5,1.07467979153002,0.76530612244898,0.5,0.579288025889968,0.992843711105993,"Religious",0,0,0,1,1,1,1,28.756,22.768,2,27,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2322,"HRV","Croatia",1,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.5,0.75,1,1.26971896151,0.828231292517007,0.25,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,1,0,1,17.12,14.959,2,22,"woman",4,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2323,"HRV","Croatia",0.333333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,0.333333333333333,0.25,0.75,0.654309934752399,0.625850340136054,0.625,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,0,18.689,20.601,2,36,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2324,"HRV","Croatia",0,0,1,0,NA,NA,0.833333333333333,0.833333333333333,0.25,0.75,0.359743165247398,0.523809523809524,0.125,0.579288025889968,0.992843711105993,"Secular",1,1,0,1,1,1,1,40.128,19.924,1,34,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2325,"HRV","Croatia",0,0,0,0,NA,NA,0.166666666666667,0.333333333333333,0,0,-0.85051417607012,0.0714285714285714,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,15.332,17.338,1,42,"woman",5,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2326,"HRV","Croatia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.25,0.579288025889968,0.992843711105993,"Religious",0,1,1,1,1,1,1,14.739,52.338,3,26,"woman",5,6,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2327,"HRV","Croatia",0,0,1,1,"Buddhist",NA,0,0.5,0.5,0,-0.248885183959746,0.285714285714286,0.625,0.579288025889968,0.992843711105993,"Secular",0,0,0,0,0,0,1,12.402,23.335,2,29,"other",5,5,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2328,"HRV","Croatia",0.5,0,0,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.5,0,0,-0.566206036114838,0.166666666666667,0.75,0.579288025889968,0.992843711105993,"Religious",0,0,0,0,0,0,1,21,27.411,2,33,"woman",6,7,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
2329,"HRV","Croatia",0,0,0.5,0,NA,NA,0.5,0.5,0.25,0.25,-0.268518120458841,0.285714285714286,0.75,0.579288025889968,0.992843711105993,"Religious",0,1,0,1,1,1,0,13.725,43.132,3,31,"woman",5,8,"Caucasian/European",NA,"snowballing","mixed","raffle","Croatian"
