SUBNUM,SITENUM,SITENAME,AGE,SEX,REPLICATION,PRIME,PRIMENAME,SPIRITSREAL,SLP1DTH0,SLPDEATH,QNUM,PSYCHPHYS,QLABEL,QUESTION,RESPONSE,DISCONTINUITY
20,2,Shuar,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
21,2,Shuar,39,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
22,2,Shuar,17,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
23,2,Shuar,42,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
24,2,Shuar,31,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
25,2,Shuar,39,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
26,2,Shuar,34,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
27,2,Shuar,50,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
28,2,Shuar,16,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
29,2,Shuar,16,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
30,2,Shuar,13,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
31,2,Shuar,23,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
32,2,Shuar,14,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
33,2,Shuar,14,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
34,2,Shuar,15,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
35,2,Shuar,46,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
36,1,Marajó Islanders,31,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
37,1,Marajó Islanders,45,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
38,1,Marajó Islanders,17,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
39,1,Marajó Islanders,49,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
40,1,Marajó Islanders,30,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
41,1,Marajó Islanders,39,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
42,1,Marajó Islanders,31,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
43,1,Marajó Islanders,22,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
44,1,Marajó Islanders,23,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
45,1,Marajó Islanders,55,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
46,1,Marajó Islanders,31,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
47,1,Marajó Islanders,27,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
48,1,Marajó Islanders,29,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
49,1,Marajó Islanders,35,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
50,1,Marajó Islanders,69,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
51,1,Marajó Islanders,20,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
52,1,Marajó Islanders,32,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
53,1,Marajó Islanders,34,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
54,1,Marajó Islanders,33,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
55,1,Marajó Islanders,25,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
56,1,Marajó Islanders,23,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
57,1,Marajó Islanders,24,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
58,1,Marajó Islanders,44,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
59,1,Marajó Islanders,22,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
60,1,Marajó Islanders,27,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
61,1,Marajó Islanders,20,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
62,1,Marajó Islanders,27,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
63,1,Marajó Islanders,18,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
64,1,Marajó Islanders,28,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
65,1,Marajó Islanders,22,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
66,1,Marajó Islanders,23,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
67,1,Marajó Islanders,34,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
68,1,Marajó Islanders,15,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
69,1,Marajó Islanders,26,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
70,1,Marajó Islanders,30,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
71,1,Marajó Islanders,29,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
72,1,Marajó Islanders,27,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
73,1,Marajó Islanders,55,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
74,1,Marajó Islanders,34,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
75,1,Marajó Islanders,31,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
76,1,Marajó Islanders,66,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
77,1,Marajó Islanders,23,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
78,1,Marajó Islanders,26,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
79,1,Marajó Islanders,17,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
80,1,Marajó Islanders,27,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
81,1,Marajó Islanders,26,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
82,1,Marajó Islanders,15,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
83,1,Marajó Islanders,25,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
84,1,Marajó Islanders,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
85,1,Marajó Islanders,18,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
86,1,Marajó Islanders,23,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
87,1,Marajó Islanders,28,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
88,1,Marajó Islanders,21,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
89,1,Marajó Islanders,14,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
90,1,Marajó Islanders,19,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
91,1,Marajó Islanders,33,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
92,1,Marajó Islanders,20,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
93,1,Marajó Islanders,18,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
94,1,Marajó Islanders,26,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
95,1,Marajó Islanders,18,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
96,1,Marajó Islanders,16,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,NA,NA
97,3,Chhattisgarh,32,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
98,3,Chhattisgarh,22,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
99,3,Chhattisgarh,24,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
100,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
101,3,Chhattisgarh,25,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
102,3,Chhattisgarh,33,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
103,3,Chhattisgarh,20,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
104,3,Chhattisgarh,34,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
105,3,Chhattisgarh,28,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
106,3,Chhattisgarh,33,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
107,3,Chhattisgarh,30,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
108,3,Chhattisgarh,26,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
109,3,Chhattisgarh,21,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
110,3,Chhattisgarh,25,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
111,3,Chhattisgarh,23,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
112,3,Chhattisgarh,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
113,3,Chhattisgarh,18,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
114,3,Chhattisgarh,19,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
115,3,Chhattisgarh,19,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
116,3,Chhattisgarh,17,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
117,3,Chhattisgarh,16,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
118,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
119,3,Chhattisgarh,35,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
120,3,Chhattisgarh,25,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
121,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
122,3,Chhattisgarh,26,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
123,3,Chhattisgarh,23,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
124,3,Chhattisgarh,17,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
125,3,Chhattisgarh,17,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
126,3,Chhattisgarh,28,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
127,3,Chhattisgarh,25,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
128,3,Chhattisgarh,26,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
129,3,Chhattisgarh,21,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
130,3,Chhattisgarh,22,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
131,3,Chhattisgarh,18,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
132,3,Chhattisgarh,38,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
133,3,Chhattisgarh,28,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
134,3,Chhattisgarh,16,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
135,3,Chhattisgarh,31,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
136,3,Chhattisgarh,20,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
137,3,Chhattisgarh,32,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
138,3,Chhattisgarh,34,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
139,3,Chhattisgarh,20,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
140,3,Chhattisgarh,37,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
141,3,Chhattisgarh,31,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
142,3,Chhattisgarh,33,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
143,3,Chhattisgarh,25,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
144,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
145,4,Storozhnitsa,71,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
146,4,Storozhnitsa,61,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
147,4,Storozhnitsa,39,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
148,4,Storozhnitsa,40,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
149,4,Storozhnitsa,51,0,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
150,4,Storozhnitsa,28,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
151,4,Storozhnitsa,30,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
152,4,Storozhnitsa,36,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
153,4,Storozhnitsa,23,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
154,4,Storozhnitsa,70,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
155,4,Storozhnitsa,43,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
156,4,Storozhnitsa,68,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
157,4,Storozhnitsa,73,0,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
158,4,Storozhnitsa,21,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
159,4,Storozhnitsa,79,0,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
160,4,Storozhnitsa,72,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
161,4,Storozhnitsa,35,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
162,4,Storozhnitsa,31,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
163,4,Storozhnitsa,39,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
164,4,Storozhnitsa,33,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
165,4,Storozhnitsa,24,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
166,4,Storozhnitsa,54,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
167,4,Storozhnitsa,46,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
168,4,Storozhnitsa,73,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
169,4,Storozhnitsa,51,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
170,4,Storozhnitsa,39,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
171,4,Storozhnitsa,18,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
172,4,Storozhnitsa,56,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
173,4,Storozhnitsa,35,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
174,4,Storozhnitsa,47,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
175,4,Storozhnitsa,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
176,4,Storozhnitsa,16,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
177,4,Storozhnitsa,16,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
178,4,Storozhnitsa,61,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
179,4,Storozhnitsa,49,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
180,4,Storozhnitsa,34,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
181,4,Storozhnitsa,17,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
182,4,Storozhnitsa,74,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
183,4,Storozhnitsa,43,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
184,4,Storozhnitsa,42,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
185,4,Storozhnitsa,65,0,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
186,4,Storozhnitsa,21,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
187,4,Storozhnitsa,70,1,0,0,No prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
188,4,Storozhnitsa,49,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
189,4,Storozhnitsa,49,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
190,4,Storozhnitsa,21,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
191,4,Storozhnitsa,30,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
192,4,Storozhnitsa,55,1,0,0,No prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
193,5,Emory Students,19,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
194,5,Emory Students,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
195,5,Emory Students,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
196,5,Emory Students,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
197,5,Emory Students,18,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
198,5,Emory Students,21,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
199,5,Emory Students,21,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
200,5,Emory Students,21,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
201,5,Emory Students,22,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
202,5,Emory Students,21,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
203,5,Emory Students,22,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
204,5,Emory Students,21,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
205,5,Emory Students,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
206,5,Emory Students,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
207,5,Emory Students,22,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
208,5,Emory Students,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
209,5,Emory Students,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
210,5,Emory Students,21,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
211,5,Emory Students,21,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
212,5,Emory Students,19,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
213,5,Emory Students,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
214,5,Emory Students,21,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
215,5,Emory Students,21,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
216,5,Emory Students,22,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
217,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
218,6,Wesleyan Students,21,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
219,6,Wesleyan Students,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
220,6,Wesleyan Students,21,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
221,6,Wesleyan Students,20,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
222,6,Wesleyan Students,20,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
223,6,Wesleyan Students,20,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
224,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
225,6,Wesleyan Students,18,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
226,6,Wesleyan Students,19,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
227,6,Wesleyan Students,19,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
228,6,Wesleyan Students,19,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
229,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
230,6,Wesleyan Students,19,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
231,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
232,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
233,6,Wesleyan Students,19,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
234,6,Wesleyan Students,18,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
235,6,Wesleyan Students,20,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
236,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
237,6,Wesleyan Students,19,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
238,6,Wesleyan Students,18,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
239,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
240,6,Wesleyan Students,20,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
241,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
242,6,Wesleyan Students,18,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
243,6,Wesleyan Students,20,0,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
244,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
245,6,Wesleyan Students,19,0,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
246,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
247,6,Wesleyan Students,18,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
248,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
249,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
250,6,Wesleyan Students,22,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
251,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,0,1
252,6,Wesleyan Students,18,1,0,1,Spirit prime,1,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
253,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
254,6,Wesleyan Students,18,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
255,6,Wesleyan Students,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
256,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
257,6,Wesleyan Students,20,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
258,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
259,6,Wesleyan Students,21,1,0,0,No prime,NA,1,Sleep,4,Psychological,SHAPPY,Happy,1,0
